frame,time_s,object_id,reference_id,x_relative,y_relative,depth_difference_raw,status,role
71,4.733333333333333,phone,phone,0.0,0.0,0.0,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
71,4.733333333333333,water-bottle,phone,-0.2856351871074175,-0.02643336861642709,3.0806589126586914,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
71,4.733333333333333,moisturizer,phone,0.2854578541840592,0.056809435590977175,0.3975672721862793,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
72,4.8,phone,phone,0.0,0.0,0.0,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
72,4.8,water-bottle,phone,-0.2866870423060183,-0.0264412534489874,3.180290699005127,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
72,4.8,moisturizer,phone,0.2898974668026548,0.05646952533641503,0.3500704765319824,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
73,4.866666666666666,phone,phone,0.0,0.0,0.0,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
73,4.866666666666666,water-bottle,phone,-0.2883956608056609,-0.02550016705926539,3.1624927520751953,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
73,4.866666666666666,moisturizer,phone,0.29296995246160273,0.0562129634609152,0.33425426483154297,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
74,4.933333333333334,phone,phone,0.0,0.0,0.0,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
74,4.933333333333334,water-bottle,phone,-0.28824896485505924,-0.02477768505666811,3.160257339477539,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
74,4.933333333333334,moisturizer,phone,0.29604915727257464,0.056789107141327566,0.2839794158935547,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
75,5.0,phone,phone,0.0,0.0,0.0,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
75,5.0,water-bottle,phone,-0.28814428046748325,-0.023626022999812424,3.150270462036133,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
75,5.0,moisturizer,phone,0.29797388218085896,0.05633265207750371,0.2739677429199219,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
76,5.066666666666666,phone,phone,0.0,0.0,0.0,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
76,5.066666666666666,water-bottle,phone,-0.28830451749625247,-0.022419213695118456,3.1110877990722656,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
76,5.066666666666666,moisturizer,phone,0.29938491405796563,0.0553337187473687,0.24099349975585938,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
77,5.133333333333334,phone,phone,0.0,0.0,0.0,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
77,5.133333333333334,water-bottle,phone,-0.28860603756486414,-0.021258639157411108,3.1128273010253906,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
77,5.133333333333334,moisturizer,phone,0.30073598745961383,0.053387909982682724,0.19940471649169922,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
78,5.2,phone,phone,0.0,0.0,0.0,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
78,5.2,water-bottle,phone,-0.28915373438694614,-0.020238200413472685,3.157156467437744,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
78,5.2,moisturizer,phone,0.3033110063911174,0.052391475905620655,0.19789361953735352,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
79,5.266666666666667,phone,phone,0.0,0.0,0.0,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
79,5.266666666666667,water-bottle,phone,-0.2884115352055051,-0.019801677644604943,3.142037868499756,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
79,5.266666666666667,moisturizer,phone,0.305706839701246,0.051084769914763184,0.20806217193603516,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
80,5.333333333333333,phone,phone,0.0,0.0,0.0,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
80,5.333333333333333,water-bottle,phone,-0.2869756770508721,-0.02001124335584914,3.075129985809326,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
80,5.333333333333333,moisturizer,phone,0.30741806232758084,0.050792939804504056,0.21791982650756836,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
81,5.4,phone,phone,0.0,0.0,0.0,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
81,5.4,water-bottle,phone,-0.2874142547254914,-0.020400178225730703,3.019106388092041,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
81,5.4,moisturizer,phone,0.30696042474251684,0.05011505537280159,0.21715593338012695,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
82,5.466666666666667,phone,phone,0.0,0.0,0.0,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
82,5.466666666666667,water-bottle,phone,-0.2877837707141614,-0.020648586191733376,3.075272560119629,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
82,5.466666666666667,moisturizer,phone,0.30624997473917337,0.04976894175668012,0.22347164154052734,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
83,5.533333333333333,phone,phone,0.0,0.0,0.0,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
83,5.533333333333333,water-bottle,phone,-0.288724811564159,-0.019678615817822487,2.9677977561950684,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
83,5.533333333333333,moisturizer,phone,0.3061324956983742,0.049536610073794174,0.2017989158630371,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
84,5.6,phone,phone,0.0,0.0,0.0,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
84,5.6,water-bottle,phone,-0.286826536008402,-0.01782885405925494,2.9549922943115234,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
84,5.6,moisturizer,phone,0.30637032933617425,0.04943667401421059,0.1711893081665039,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
85,5.666666666666667,phone,phone,0.0,0.0,0.0,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
85,5.666666666666667,water-bottle,phone,-0.2849725103981144,-0.015149267246328368,2.9428505897521973,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
85,5.666666666666667,moisturizer,phone,0.3067586917267442,0.04912839462788643,0.1777958869934082,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
86,5.733333333333333,phone,phone,0.0,0.0,0.0,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
86,5.733333333333333,water-bottle,phone,-0.2815657203974815,-0.013133733882348175,2.863753318786621,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
86,5.733333333333333,moisturizer,phone,0.3061986722401593,0.04857074159549457,0.1661539077758789,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
87,5.8,phone,phone,0.0,0.0,0.0,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
87,5.8,water-bottle,phone,-0.2760515601248621,-0.011399953236984173,2.8263683319091797,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
87,5.8,moisturizer,phone,0.3061215256144242,0.04765897570672195,0.16345977783203125,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
88,5.866666666666666,phone,phone,0.0,0.0,0.0,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
88,5.866666666666666,water-bottle,phone,-0.2702268923116903,-0.010439881725383682,2.7188897132873535,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
88,5.866666666666666,moisturizer,phone,0.30572955479717157,0.046992412465588385,0.14732694625854492,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
89,5.933333333333334,phone,phone,0.0,0.0,0.0,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
89,5.933333333333334,water-bottle,phone,-0.2646257894165974,-0.009429483533953453,2.675525665283203,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
89,5.933333333333334,moisturizer,phone,0.3055862318799465,0.04658195002631493,0.17562198638916016,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
90,6.0,phone,phone,0.0,0.0,0.0,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
90,6.0,water-bottle,phone,-0.2590705843417076,-0.009019415095689376,2.585874080657959,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
90,6.0,moisturizer,phone,0.3045925033576705,0.04634545431991777,0.2057356834411621,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
91,6.066666666666666,phone,phone,0.0,0.0,0.0,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
91,6.066666666666666,water-bottle,phone,-0.25347485174308654,-0.008094759606850577,2.401949882507324,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
91,6.066666666666666,moisturizer,phone,0.3040388408946836,0.04641312478956339,0.24272394180297852,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
92,6.133333333333334,phone,phone,0.0,0.0,0.0,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
92,6.133333333333334,water-bottle,phone,-0.2468036827992668,-0.007481226031469168,2.29947566986084,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
92,6.133333333333334,moisturizer,phone,0.30308245210182205,0.046089585636699404,0.24956607818603516,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
93,6.2,phone,phone,0.0,0.0,0.0,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
93,6.2,water-bottle,phone,-0.2394757854858593,-0.006825018907060776,2.155512809753418,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
93,6.2,moisturizer,phone,0.3033285649676978,0.04582386641142411,0.30899572372436523,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
94,6.266666666666667,phone,phone,0.0,0.0,0.0,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
94,6.266666666666667,water-bottle,phone,-0.1813953220326865,-0.01371767043119465,2.0225534439086914,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
94,6.266666666666667,moisturizer,phone,0.3029021002606025,0.04581588804184211,0.4132370948791504,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
95,6.333333333333333,phone,phone,0.0,0.0,0.0,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
95,6.333333333333333,water-bottle,phone,-0.12146847634318747,-0.022291495129849737,0.6242475509643555,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
95,6.333333333333333,moisturizer,phone,0.3041998373876508,0.046615234707366726,0.473081111907959,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
96,6.4,phone,phone,0.0,0.0,0.0,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
96,6.4,water-bottle,phone,-0.06392055241951489,-0.031095878206233496,0.554628849029541,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
96,6.4,moisturizer,phone,0.3037472905543459,0.04959482438794072,0.5584006309509277,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
97,6.466666666666667,phone,phone,0.0,0.0,0.0,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
97,6.466666666666667,water-bottle,phone,-0.10727112104094105,-0.02493729730670813,0.4930243492126465,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
97,6.466666666666667,moisturizer,phone,0.3031004474087614,0.051616422842390985,0.6431283950805664,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
98,6.533333333333333,phone,phone,0.0,0.0,0.0,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
98,6.533333333333333,water-bottle,phone,-0.15557902325267536,-0.02069224466661157,1.5899930000305176,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
98,6.533333333333333,moisturizer,phone,0.30129392363229235,0.04964651124326669,0.6924319267272949,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
99,6.6,phone,phone,0.0,0.0,0.0,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
99,6.6,water-bottle,phone,-0.15792124167386035,-0.024315011686774524,1.8137612342834473,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
99,6.6,moisturizer,phone,0.3000858381495234,0.045870815517988994,0.9399261474609375,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
100,6.666666666666667,phone,phone,0.0,0.0,0.0,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
100,6.666666666666667,water-bottle,phone,-0.11128361217687854,-0.03555380921610818,0.6440510749816895,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
100,6.666666666666667,moisturizer,phone,0.30001726549368357,0.04277427395996736,0.9906916618347168,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
101,6.733333333333333,phone,phone,0.0,0.0,0.0,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
101,6.733333333333333,water-bottle,phone,-0.06447308832893384,-0.04271944071166833,0.6595048904418945,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
101,6.733333333333333,moisturizer,phone,0.3003931803730333,0.043973398887551696,1.0465116500854492,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
102,6.8,phone,phone,0.0,0.0,0.0,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
102,6.8,water-bottle,phone,-0.06800411665449335,-0.04052649752177506,0.6491537094116211,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
102,6.8,moisturizer,phone,0.3009668412457611,0.0448557354480551,1.0699424743652344,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
103,6.866666666666666,phone,phone,0.0,0.0,0.0,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
103,6.866666666666666,water-bottle,phone,-0.07120311845693938,-0.039177434495382135,0.6689252853393555,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
103,6.866666666666666,moisturizer,phone,0.3011515990268776,0.04561012874795445,1.0881409645080566,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
104,6.933333333333334,phone,phone,0.0,0.0,0.0,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
104,6.933333333333334,water-bottle,phone,-0.07228776570621709,-0.038420185310946264,0.6436014175415039,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
104,6.933333333333334,moisturizer,phone,0.30117281785980354,0.04579299711571527,1.0975046157836914,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
105,7.0,phone,phone,0.0,0.0,0.0,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
105,7.0,water-bottle,phone,-0.07087497345977001,-0.038276478597378705,0.6103992462158203,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
105,7.0,moisturizer,phone,0.3011160385754902,0.04584256821555632,1.1252093315124512,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
106,7.066666666666666,phone,phone,0.0,0.0,0.0,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
106,7.066666666666666,water-bottle,phone,-0.07027501497050503,-0.03723493447111048,0.6031112670898438,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
106,7.066666666666666,moisturizer,phone,0.3007897294259271,0.045813541272771485,1.1119155883789062,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
107,7.133333333333334,phone,phone,0.0,0.0,0.0,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
107,7.133333333333334,water-bottle,phone,-0.07026715759368096,-0.03505442107219292,0.5658020973205566,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
107,7.133333333333334,moisturizer,phone,0.300010701620289,0.045682647679626265,1.1287717819213867,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
108,7.2,phone,phone,0.0,0.0,0.0,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
108,7.2,water-bottle,phone,-0.06730688861236911,-0.033090800751947036,0.4783439636230469,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
108,7.2,moisturizer,phone,0.2996220252214502,0.045237898424888345,1.078244686126709,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
109,7.266666666666667,phone,phone,0.0,0.0,0.0,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
109,7.266666666666667,water-bottle,phone,-0.061818242227134834,-0.030644102437559884,0.31365537643432617,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
109,7.266666666666667,moisturizer,phone,0.2992038045795701,0.04420570606417085,1.0036649703979492,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
110,7.333333333333333,phone,phone,0.0,0.0,0.0,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
110,7.333333333333333,water-bottle,phone,-0.05539213063973336,-0.028582981583534006,0.20291757583618164,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
110,7.333333333333333,moisturizer,phone,0.2989084261532986,0.04304443516825007,0.8649215698242188,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
111,7.4,phone,phone,0.0,0.0,0.0,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
111,7.4,water-bottle,phone,-0.05064602839240384,-0.026181018684412694,0.09624576568603516,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
111,7.4,moisturizer,phone,0.2988299008910539,0.04199868925856054,0.7613825798034668,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
112,7.466666666666667,phone,phone,0.0,0.0,0.0,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
112,7.466666666666667,water-bottle,phone,-0.04508928476344387,-0.023341886710765092,0.043602943420410156,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
112,7.466666666666667,moisturizer,phone,0.29922245913080636,0.03897233545986323,0.6948986053466797,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
113,7.533333333333333,phone,phone,0.0,0.0,0.0,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
113,7.533333333333333,water-bottle,phone,-0.03929620584600635,-0.020358726639492786,0.020211219787597656,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
113,7.533333333333333,moisturizer,phone,0.30031249037113306,0.036649131782547695,0.6538476943969727,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
114,7.6,phone,phone,0.0,0.0,0.0,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
114,7.6,water-bottle,phone,-0.03509250538152231,-0.017909784022746345,0.018884658813476562,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
114,7.6,moisturizer,phone,0.30105973046251633,0.03506366838859498,0.7030887603759766,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
115,7.666666666666667,phone,phone,0.0,0.0,0.0,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
115,7.666666666666667,water-bottle,phone,-0.03420480520893887,-0.016758921559578033,-0.002048492431640625,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
115,7.666666666666667,moisturizer,phone,0.30168416642069007,0.03600971027453903,0.7231922149658203,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
116,7.733333333333333,phone,phone,0.0,0.0,0.0,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
116,7.733333333333333,water-bottle,phone,-0.03652231585357102,-0.016043944080757044,-0.012236595153808594,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
116,7.733333333333333,moisturizer,phone,0.3014294235224678,0.036311914482140106,0.7475051879882812,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
117,7.8,phone,phone,0.0,0.0,0.0,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
117,7.8,water-bottle,phone,-0.03817711637745813,-0.015756113597311328,-0.013035774230957031,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
117,7.8,moisturizer,phone,0.30166009625287227,0.03645632212747907,0.7574734687805176,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
118,7.866666666666666,phone,phone,0.0,0.0,0.0,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
118,7.866666666666666,water-bottle,phone,-0.04402901261738568,-0.0146159222767136,-0.010571956634521484,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
118,7.866666666666666,moisturizer,phone,0.3018815733884138,0.036674739558772984,0.7496399879455566,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
119,7.933333333333334,phone,phone,0.0,0.0,0.0,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
119,7.933333333333334,water-bottle,phone,-0.04930550557132107,-0.01369839911962123,0.007943153381347656,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
119,7.933333333333334,moisturizer,phone,0.3017412196444381,0.03722257811220986,0.7567305564880371,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
120,8.0,phone,phone,0.0,0.0,0.0,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
120,8.0,water-bottle,phone,-0.0553886290726624,-0.012793232436546065,0.0013256072998046875,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
120,8.0,moisturizer,phone,0.3014615724743275,0.03757798380297872,0.8104329109191895,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
121,8.066666666666666,phone,phone,0.0,0.0,0.0,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
121,8.066666666666666,water-bottle,phone,-0.05631441397421588,-0.012747025048767457,0.015200614929199219,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
121,8.066666666666666,moisturizer,phone,0.3017577803020107,0.037953500406261886,0.8396172523498535,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
122,8.133333333333333,phone,phone,0.0,0.0,0.0,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
122,8.133333333333333,water-bottle,phone,-0.05777552657817764,-0.012725130853969424,-0.0029311180114746094,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
122,8.133333333333333,moisturizer,phone,0.30162271179625444,0.03851565651306654,0.8313684463500977,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
123,8.2,phone,phone,0.0,0.0,0.0,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
123,8.2,water-bottle,phone,-0.06037122877266943,-0.012057524414869847,0.00035190582275390625,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
123,8.2,moisturizer,phone,0.30005030496528184,0.0397815092574586,0.843529224395752,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
124,8.266666666666667,phone,phone,0.0,0.0,0.0,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
124,8.266666666666667,water-bottle,phone,-0.06403996159549719,-0.011276641096690021,-0.01561117172241211,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
124,8.266666666666667,moisturizer,phone,0.29745158967055485,0.040752180769409674,0.8097190856933594,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
125,8.333333333333334,phone,phone,0.0,0.0,0.0,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
125,8.333333333333334,water-bottle,phone,-0.06625776091958957,-0.010617023552028093,-0.012054920196533203,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
125,8.333333333333334,moisturizer,phone,0.2958242726349102,0.04096459243303707,0.8049583435058594,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
126,8.4,phone,phone,0.0,0.0,0.0,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
126,8.4,water-bottle,phone,-0.06707569305349437,-0.010693469533709088,-0.0018663406372070312,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
126,8.4,moisturizer,phone,0.2956990428592319,0.0401961876738306,0.8516497611999512,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
127,8.466666666666667,phone,phone,0.0,0.0,0.0,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
127,8.466666666666667,water-bottle,phone,-0.06673709217810564,-0.010465372336550205,0.0075817108154296875,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
127,8.466666666666667,moisturizer,phone,0.29607446338568444,0.03996476041861796,0.8878092765808105,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
128,8.533333333333333,phone,phone,0.0,0.0,0.0,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
128,8.533333333333333,water-bottle,phone,-0.06671409420859553,-0.009862151882512049,0.01856517791748047,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
128,8.533333333333333,moisturizer,phone,0.2964967312001082,0.039985932971975835,1.0686321258544922,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
129,8.6,phone,phone,0.0,0.0,0.0,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
129,8.6,water-bottle,phone,-0.06678360739355982,-0.008545946274645444,0.01731252670288086,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
129,8.6,moisturizer,phone,0.29675069563773304,0.040625779050266764,1.057173252105713,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
130,8.666666666666666,phone,phone,0.0,0.0,0.0,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
130,8.666666666666666,water-bottle,phone,-0.06770272372220498,-0.008126507489852997,0.0212249755859375,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
130,8.666666666666666,moisturizer,phone,0.297053309943658,0.04065189869338193,1.0068979263305664,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
131,8.733333333333333,phone,phone,0.0,0.0,0.0,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
131,8.733333333333333,water-bottle,phone,-0.06807840015877131,-0.007621941804927923,0.0020422935485839844,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
131,8.733333333333333,moisturizer,phone,0.2976130103469462,0.04111333942253215,0.8575382232666016,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
132,8.8,phone,phone,0.0,0.0,0.0,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
132,8.8,water-bottle,phone,-0.06801802652513267,-0.007665358466176775,0.014905452728271484,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
132,8.8,moisturizer,phone,0.2993521778634164,0.041019422632531555,0.7786612510681152,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
133,8.866666666666667,phone,phone,0.0,0.0,0.0,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
133,8.866666666666667,water-bottle,phone,-0.06739556818247505,-0.007468397141066729,0.02299213409423828,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
133,8.866666666666667,moisturizer,phone,0.3011025567835611,0.04110869264252115,0.7530403137207031,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
134,8.933333333333334,phone,phone,0.0,0.0,0.0,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
134,8.933333333333334,water-bottle,phone,-0.06786031232983802,-0.0076081248236336,0.015550613403320312,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
134,8.933333333333334,moisturizer,phone,0.3022212985083914,0.040982100921116316,0.759192943572998,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
135,9.0,phone,phone,0.0,0.0,0.0,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
135,9.0,water-bottle,phone,-0.06811262286546371,-0.007639025091757401,0.019148826599121094,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
135,9.0,moisturizer,phone,0.30136747436089983,0.04110489416335006,0.8020601272583008,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
136,9.066666666666666,phone,phone,0.0,0.0,0.0,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
136,9.066666666666666,water-bottle,phone,-0.06841009559494138,-0.006561831604614654,0.02138519287109375,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
136,9.066666666666666,moisturizer,phone,0.3009370185571961,0.042020084303689975,0.8196825981140137,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
137,9.133333333333333,phone,phone,0.0,0.0,0.0,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
137,9.133333333333333,water-bottle,phone,-0.06823842746823283,-0.005950112651868289,0.03834104537963867,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
137,9.133333333333333,moisturizer,phone,0.30048048810300076,0.04241553459877201,0.8606486320495605,RELATIVE_UNVALIDATED_IDENTITY,moving_measured
